"Country or Area","Year(s)","Variant","Value"
"Guadeloupe","2040-2045","Medium","3.143"
"Guadeloupe","2035-2040","Medium","3.392"
"Guadeloupe","2030-2035","Medium","3.677"
"Guadeloupe","2025-2030","Medium","4.018"
"Guadeloupe","2020-2025","Medium","4.438"
"Guadeloupe","2015-2020","Medium","5.086"
"Guadeloupe","2010-2015","Medium","6.44"
"Guadeloupe","2005-2010","Medium","7.865"
"Guadeloupe","2000-2005","Medium","10.036"
"Guadeloupe","1995-2000","Medium","12.83"
"Guadeloupe","1990-1995","Medium","16.425"
"Guadeloupe","1985-1990","Medium","21.127"
"Guadeloupe","1980-1985","Medium","27.221"
"Guadeloupe","1975-1980","Medium","35.302"
"Guadeloupe","1970-1975","Medium","45.841"
"Guadeloupe","1965-1970","Medium","59.695"
"Guadeloupe","1960-1965","Medium","78.109"
"Guadeloupe","1955-1960","Medium","102.492"
"Guadeloupe","1950-1955","Medium","134.146"
"Guam","2095-2100","Medium","2.656"
"Guam","2090-2095","Medium","2.881"
"Guam","2085-2090","Medium","3.124"
"Guam","2080-2085","Medium","3.379"
"Guam","2075-2080","Medium","3.655"
"Guam","2070-2075","Medium","3.947"
"Guam","2065-2070","Medium","4.26"
"Guam","2060-2065","Medium","4.596"
"Guam","2055-2060","Medium","4.955"
"Guam","2050-2055","Medium","5.344"
"Guam","2045-2050","Medium","5.76"
"Guam","2040-2045","Medium","6.217"
"Guam","2035-2040","Medium","6.721"
"Guam","2030-2035","Medium","7.314"
"Guam","2025-2030","Medium","8.055"
"Guam","2020-2025","Medium","8.91"
"Guam","2015-2020","Medium","10.033"
"Guam","2010-2015","Medium","11.629"
"Guam","2005-2010","Medium","13.163"
"Guam","2000-2005","Medium","15.745"
"Guam","1995-2000","Medium","19.867"
"Guam","1990-1995","Medium","24.457"
"Guam","1985-1990","Medium","28.942"
"Guam","1980-1985","Medium","34.489"
"Guam","1975-1980","Medium","42.012"
"Guam","1970-1975","Medium","51.863"
"Guam","1965-1970","Medium","65.012"
"Guam","1960-1965","Medium","80.67"
"Guam","1955-1960","Medium","97.942"
"Guam","1950-1955","Medium","116.029"
"Guatemala","2095-2100","Medium","4.064"
"Guatemala","2090-2095","Medium","4.369"
"Guatemala","2085-2090","Medium","4.708"
"Guatemala","2080-2085","Medium","5.095"
"Guatemala","2075-2080","Medium","5.55"
"Guatemala","2070-2075","Medium","6.074"
"Guatemala","2065-2070","Medium","6.699"
"Guatemala","2060-2065","Medium","7.437"
"Guatemala","2055-2060","Medium","8.334"
"Guatemala","2050-2055","Medium","9.362"
"Guatemala","2045-2050","Medium","10.561"
"Guatemala","2040-2045","Medium","12.001"
"Guatemala","2035-2040","Medium","13.774"
"Guatemala","2030-2035","Medium","15.94"
"Guatemala","2025-2030","Medium","18.612"
"Guatemala","2020-2025","Medium","21.97"
"Guatemala","2015-2020","Medium","26.098"
"Guatemala","2010-2015","Medium","32.598"
"Guatemala","2005-2010","Medium","38.483"
"Guatemala","2000-2005","Medium","46.885"
"Guatemala","1995-2000","Medium","58.114"
"Guatemala","1990-1995","Medium","73.767"
"Guatemala","1985-1990","Medium","93.543"
"Guatemala","1980-1985","Medium","115.624"
"Guatemala","1975-1980","Medium","139.236"
"Guatemala","1970-1975","Medium","163.825"
"Guatemala","1965-1970","Medium","187.945"
"Guatemala","1960-1965","Medium","209.789"
"Guatemala","1955-1960","Medium","231.243"
"Guatemala","1950-1955","Medium","249.113"
"Guinea","2095-2100","Medium","18.071"
"Guinea","2090-2095","Medium","18.965"
"Guinea","2085-2090","Medium","19.944"
"Guinea","2080-2085","Medium","21.064"
"Guinea","2075-2080","Medium","22.311"
"Guinea","2070-2075","Medium","23.789"
"Guinea","2065-2070","Medium","25.509"
"Guinea","2060-2065","Medium","27.602"
"Guinea","2055-2060","Medium","30.1"
"Guinea","2050-2055","Medium","33.164"
"Guinea","2045-2050","Medium","36.997"
"Guinea","2040-2045","Medium","41.561"
"Guinea","2035-2040","Medium","47.001"
"Guinea","2030-2035","Medium","53.607"
"Guinea","2025-2030","Medium","61.321"
"Guinea","2020-2025","Medium","70.228"
"Guinea","2015-2020","Medium","80.733"
"Guinea","2010-2015","Medium","102.227"
"Guinea","2005-2010","Medium","123.605"
"Guinea","2000-2005","Medium","161.144"
"Guinea","1995-2000","Medium","187.283"
"Guinea","1990-1995","Medium","215.761"
"Guinea","1985-1990","Medium","240.71"
"Guinea","1980-1985","Medium","264.589"
"Guinea","1975-1980","Medium","288.873"
"Guinea","1970-1975","Medium","311.192"
"Guinea","1965-1970","Medium","321.654"
"Guinea","1960-1965","Medium","326.643"
"Guinea","1955-1960","Medium","334.841"
"Guinea","1950-1955","Medium","345.774"
"Guinea-Bissau","2095-2100","Medium","21.819"
"Guinea-Bissau","2090-2095","Medium","22.935"
"Guinea-Bissau","2085-2090","Medium","24.138"
"Guinea-Bissau","2080-2085","Medium","25.449"
"Guinea-Bissau","2075-2080","Medium","27.044"
"Guinea-Bissau","2070-2075","Medium","29.004"
"Guinea-Bissau","2065-2070","Medium","31.238"
"Guinea-Bissau","2060-2065","Medium","33.73"
"Guinea-Bissau","2055-2060","Medium","36.622"
"Guinea-Bissau","2050-2055","Medium","39.932"
"Guinea-Bissau","2045-2050","Medium","43.731"
"Guinea-Bissau","2040-2045","Medium","47.997"
"Guinea-Bissau","2035-2040","Medium","52.999"
"Guinea-Bissau","2030-2035","Medium","58.73"
"Guinea-Bissau","2025-2030","Medium","65.344"
"Guinea-Bissau","2020-2025","Medium","72.757"
"Guinea-Bissau","2015-2020","Medium","82.442"
"Guinea-Bissau","2010-2015","Medium","100.937"
"Guinea-Bissau","2005-2010","Medium","129.149"
"Guinea-Bissau","2000-2005","Medium","160.974"
"Guinea-Bissau","1995-2000","Medium","183.098"
"Guinea-Bissau","1990-1995","Medium","204.091"
"Guinea-Bissau","1985-1990","Medium","217.091"
"Guinea-Bissau","1980-1985","Medium","227.601"
"Guinea-Bissau","1975-1980","Medium","243.581"
"Guinea-Bissau","1970-1975","Medium","259.55"
"Guinea-Bissau","1965-1970","Medium","273.548"
"Guinea-Bissau","1960-1965","Medium","290.094"
"Guinea-Bissau","1955-1960","Medium","301.019"
"Guinea-Bissau","1950-1955","Medium","311.731"
"Guyana","2095-2100","Medium","11.565"
"Guyana","2090-2095","Medium","12.185"
"Guyana","2085-2090","Medium","12.864"
"Guyana","2080-2085","Medium","13.624"
"Guyana","2075-2080","Medium","14.46"
"Guyana","2070-2075","Medium","15.358"
"Guyana","2065-2070","Medium","16.333"
"Guyana","2060-2065","Medium","17.423"
"Guyana","2055-2060","Medium","18.608"
"Guyana","2050-2055","Medium","19.861"
"Guyana","2045-2050","Medium","21.265"
"Guyana","2040-2045","Medium","22.741"
"Guyana","2035-2040","Medium","24.335"
"Guyana","2030-2035","Medium","26.029"
"Guyana","2025-2030","Medium","27.85"
"Guyana","2020-2025","Medium","29.851"
"Guyana","2015-2020","Medium","32.291"
"Guyana","2010-2015","Medium","39.314"
"Guyana","2005-2010","Medium","39.394"
"Guyana","2000-2005","Medium","43.989"
"Guyana","1995-2000","Medium","51.378"
"Guyana","1990-1995","Medium","57.528"
"Guyana","1985-1990","Medium","65.54"
"Guyana","1980-1985","Medium","69.32"
"Guyana","1975-1980","Medium","72.053"
"Guyana","1970-1975","Medium","74.212"
"Guyana","1965-1970","Medium","76.548"
"Guyana","1960-1965","Medium","82.898"
"Guyana","1955-1960","Medium","89.47"
"Guyana","1950-1955","Medium","96.754"
"Haiti","2095-2100","Medium","16.76"
"Haiti","2090-2095","Medium","18.035"
"Haiti","2085-2090","Medium","19.461"
"Haiti","2080-2085","Medium","21.045"
"Haiti","2075-2080","Medium","22.927"
"Haiti","2070-2075","Medium","24.996"
"Haiti","2065-2070","Medium","27.309"
"Haiti","2060-2065","Medium","29.895"
"Haiti","2055-2060","Medium","32.836"
"Haiti","2050-2055","Medium","36.231"
"Haiti","2045-2050","Medium","40.114"
"Haiti","2040-2045","Medium","44.724"
"Haiti","2035-2040","Medium","50.007"
"Haiti","2030-2035","Medium","56.186"
"Haiti","2025-2030","Medium","63.33"
"Haiti","2020-2025","Medium","71.644"
"Haiti","2015-2020","Medium","81.031"
"Haiti","2010-2015","Medium","90.635"
"Haiti","2005-2010","Medium","94.643"
"Haiti","2000-2005","Medium","101.778"
"Haiti","1995-2000","Medium","116.07"
"Haiti","1990-1995","Medium","133.22"
"Haiti","1985-1990","Medium","150.592"
"Haiti","1980-1985","Medium","170.75"
"Haiti","1975-1980","Medium","188.264"
"Haiti","1970-1975","Medium","219.493"
"Haiti","1965-1970","Medium","244.531"
"Haiti","1960-1965","Medium","268.089"
"Haiti","1955-1960","Medium","290.512"
"Haiti","1950-1955","Medium","330.972"
"High-income countries","2095-2100","Medium","1.338"
"High-income countries","2090-2095","Medium","1.433"
"High-income countries","2085-2090","Medium","1.533"
"High-income countries","2080-2085","Medium","1.642"
"High-income countries","2075-2080","Medium","1.762"
"High-income countries","2070-2075","Medium","1.894"
"High-income countries","2065-2070","Medium","2.043"
"High-income countries","2060-2065","Medium","2.21"
"High-income countries","2055-2060","Medium","2.389"
"High-income countries","2050-2055","Medium","2.59"
"High-income countries","2045-2050","Medium","2.829"
"High-income countries","2040-2045","Medium","3.12"
"High-income countries","2035-2040","Medium","3.47"
"High-income countries","2030-2035","Medium","3.884"
"High-income countries","2025-2030","Medium","4.502"
"High-income countries","2020-2025","Medium","5.073"
"High-income countries","2015-2020","Medium","5.435"
"High-income countries","2010-2015","Medium","6.061"
"High-income countries","2005-2010","Medium","7.047"
"High-income countries","2000-2005","Medium","8.094"
"High-income countries","1995-2000","Medium","9.573"
"High-income countries","1990-1995","Medium","12.141"
"High-income countries","1985-1990","Medium","15.192"
"High-income countries","1980-1985","Medium","18.997"
"High-income countries","1975-1980","Medium","24.078"
"High-income countries","1970-1975","Medium","29.872"
"High-income countries","1965-1970","Medium","37.289"
"High-income countries","1960-1965","Medium","45.544"
"High-income countries","1955-1960","Medium","55.529"
"High-income countries","1950-1955","Medium","72.802"
"Holy See","2095-2100","Medium",""
"Holy See","2090-2095","Medium",""
"Holy See","2085-2090","Medium",""
"Holy See","2080-2085","Medium",""
"Holy See","2075-2080","Medium",""
"Holy See","2070-2075","Medium",""
"Holy See","2065-2070","Medium",""
"Holy See","2060-2065","Medium",""
"Holy See","2055-2060","Medium",""
"Holy See","2050-2055","Medium",""
"Holy See","2045-2050","Medium",""
"Holy See","2040-2045","Medium",""
"Holy See","2035-2040","Medium",""
"Holy See","2030-2035","Medium",""
"Holy See","2025-2030","Medium",""
"Holy See","2020-2025","Medium",""
"Holy See","2015-2020","Medium",""
"Holy See","2010-2015","Medium",""
"Holy See","2005-2010","Medium",""
"Holy See","2000-2005","Medium",""
"Holy See","1995-2000","Medium",""
"Holy See","1990-1995","Medium",""
"Holy See","1985-1990","Medium",""
"Holy See","1980-1985","Medium",""
"Holy See","1975-1980","Medium",""
"Holy See","1970-1975","Medium",""
"Holy See","1965-1970","Medium",""
"Holy See","1960-1965","Medium",""
"Holy See","1955-1960","Medium",""
"Holy See","1950-1955","Medium",""
"Honduras","2095-2100","Medium","4.475"
"Honduras","2090-2095","Medium","4.815"
"Honduras","2085-2090","Medium","5.174"
"Honduras","2080-2085","Medium","5.583"
"Honduras","2075-2080","Medium","6.012"
"Honduras","2070-2075","Medium","6.494"
"Honduras","2065-2070","Medium","7.021"
"Honduras","2060-2065","Medium","7.625"
"Honduras","2055-2060","Medium","8.31"
"Honduras","2050-2055","Medium","9.188"
"Honduras","2045-2050","Medium","10.18"
"Honduras","2040-2045","Medium","11.377"
"Honduras","2035-2040","Medium","12.768"
"Honduras","2030-2035","Medium","14.4"
"Honduras","2025-2030","Medium","16.354"
"Honduras","2020-2025","Medium","18.694"
"Honduras","2015-2020","Medium","21.312"
"Honduras","2010-2015","Medium","26.041"
"Honduras","2005-2010","Medium","33.747"
"Honduras","2000-2005","Medium","40.648"
"Honduras","1995-2000","Medium","49.633"
"Honduras","1990-1995","Medium","59.904"
"Honduras","1985-1990","Medium","73.906"
"Honduras","1980-1985","Medium","100.704"
"Honduras","1975-1980","Medium","131.149"
"Honduras","1970-1975","Medium","164.503"
"Honduras","1965-1970","Medium","189.906"
"Honduras","1960-1965","Medium","216.907"
"Honduras","1955-1960","Medium","249.446"
"Honduras","1950-1955","Medium","276.755"
"Hungary","2095-2100","Medium","1.009"
"Hungary","2090-2095","Medium","1.075"
"Hungary","2085-2090","Medium","1.148"
"Hungary","2080-2085","Medium","1.228"
"Hungary","2075-2080","Medium","1.326"
"Hungary","2070-2075","Medium","1.435"
"Hungary","2065-2070","Medium","1.552"
"Hungary","2060-2065","Medium","1.681"
"Hungary","2055-2060","Medium","1.822"
"Hungary","2050-2055","Medium","2.013"
"Hungary","2045-2050","Medium","2.233"
"Hungary","2040-2045","Medium","2.482"
"Hungary","2035-2040","Medium","2.775"
"Hungary","2030-2035","Medium","3.119"
"Hungary","2025-2030","Medium","3.528"
"Hungary","2020-2025","Medium","4.013"
"Hungary","2015-2020","Medium","4.641"
"Hungary","2010-2015","Medium","5.769"
"Hungary","2005-2010","Medium","6.694"
"Hungary","2000-2005","Medium","8.742"
"Hungary","1995-2000","Medium","11.294"
"Hungary","1990-1995","Medium","15.077"
"Hungary","1985-1990","Medium","19.152"
"Hungary","1980-1985","Medium","22.247"
"Hungary","1975-1980","Medium","28.311"
"Hungary","1970-1975","Medium","38.163"
"Hungary","1965-1970","Medium","41.41"
"Hungary","1960-1965","Medium","48.672"
"Hungary","1955-1960","Medium","62.147"
"Hungary","1950-1955","Medium","82.64"
"Iceland","2095-2100","Medium","0.231"
"Iceland","2090-2095","Medium","0.262"
"Iceland","2085-2090","Medium","0.296"
"Iceland","2080-2085","Medium","0.334"
"Iceland","2075-2080","Medium","0.375"
"Iceland","2070-2075","Medium","0.42"
"Iceland","2065-2070","Medium","0.472"
"Iceland","2060-2065","Medium","0.529"
"Iceland","2055-2060","Medium","0.596"
"Iceland","2050-2055","Medium","0.674"
"Iceland","2045-2050","Medium","0.762"
"Iceland","2040-2045","Medium","0.865"
"Iceland","2035-2040","Medium","0.987"
"Iceland","2030-2035","Medium","1.141"
"Iceland","2025-2030","Medium","1.34"
"Iceland","2020-2025","Medium","1.622"
"Iceland","2015-2020","Medium","1.765"
"Iceland","2010-2015","Medium","2.188"
"Iceland","2005-2010","Medium","2.941"
"Iceland","2000-2005","Medium","3.272"
"Iceland","1995-2000","Medium","4.768"
"Iceland","1990-1995","Medium","6.016"
"Iceland","1985-1990","Medium","6.718"
"Iceland","1980-1985","Medium","7.569"
"Iceland","1975-1980","Medium","11.616"
"Iceland","1970-1975","Medium","14.899"
"Iceland","1965-1970","Medium","16.505"
"Iceland","1960-1965","Medium","21.582"
"Iceland","1955-1960","Medium","21.593"
"Iceland","1950-1955","Medium","26.742"
"India","2095-2100","Medium","6.596"
"India","2090-2095","Medium","7.084"
"India","2085-2090","Medium","7.616"
"India","2080-2085","Medium","8.229"
"India","2075-2080","Medium","8.924"
"India","2070-2075","Medium","9.751"
"India","2065-2070","Medium","10.694"
"India","2060-2065","Medium","11.776"
"India","2055-2060","Medium","13.059"
"India","2050-2055","Medium","14.586"
"India","2045-2050","Medium","16.363"
"India","2040-2045","Medium","18.464"
"India","2035-2040","Medium","20.961"
"India","2030-2035","Medium","23.993"
"India","2025-2030","Medium","27.821"
"India","2020-2025","Medium","32.858"
"India","2015-2020","Medium","39.405"
"India","2010-2015","Medium","49.405"
"India","2005-2010","Medium","64.665"
"India","2000-2005","Medium","81.001"
"India","1995-2000","Medium","98.73"
"India","1990-1995","Medium","115.776"
"India","1985-1990","Medium","133.509"
"India","1980-1985","Medium","153.378"
"India","1975-1980","Medium","178.21"
"India","1970-1975","Medium","202.188"
"India","1965-1970","Medium","218.028"
"India","1960-1965","Medium","231.67"
"India","1955-1960","Medium","249.811"
"India","1950-1955","Medium","271.247"
"Indonesia","2095-2100","Medium","6.558"
"Indonesia","2090-2095","Medium","6.818"
"Indonesia","2085-2090","Medium","7.112"
"Indonesia","2080-2085","Medium","7.443"
"Indonesia","2075-2080","Medium","7.8"
"Indonesia","2070-2075","Medium","8.188"
"Indonesia","2065-2070","Medium","8.616"
"Indonesia","2060-2065","Medium","9.187"
"Indonesia","2055-2060","Medium","9.855"
"Indonesia","2050-2055","Medium","10.644"
"Indonesia","2045-2050","Medium","11.615"
"Indonesia","2040-2045","Medium","12.753"
"Indonesia","2035-2040","Medium","14.206"
"Indonesia","2030-2035","Medium","15.977"
"Indonesia","2025-2030","Medium","18.209"
"Indonesia","2020-2025","Medium","21.026"
"Indonesia","2015-2020","Medium","24.882"
"Indonesia","2010-2015","Medium","30.06"
"Indonesia","2005-2010","Medium","37.205"
"Indonesia","2000-2005","Medium","47.659"
"Indonesia","1995-2000","Medium","58.791"
"Indonesia","1990-1995","Medium","74.825"
"Indonesia","1985-1990","Medium","93.237"
"Indonesia","1980-1985","Medium","111.289"
"Indonesia","1975-1980","Medium","129.725"
"Indonesia","1970-1975","Medium","151.886"
"Indonesia","1965-1970","Medium","179.369"
"Indonesia","1960-1965","Medium","207.883"
"Indonesia","1955-1960","Medium","238.783"
"Indonesia","1950-1955","Medium","275.956"
"Iran (Islamic Republic of)","2095-2100","Medium","2.912"
"Iran (Islamic Republic of)","2090-2095","Medium","3.07"
